inchi,names,iupac_name,smiles,cid,record_ids,logBB,logBB_group,BBB+/BBB-,BBB+/BBB-_group,split
"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1",Telbivudine,"1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,159269.0,R23:959,,,BBB-,C,training
"InChI=1S/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",Proxyphylline,"7-(2-hydroxypropyl)-1,3-dimethylpurine-2,6-dione",CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,4977.0,R6:1686,,,BBB+,C,test
"InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3",Dyphylline,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,3182.0,R14:518,,,BBB-,C,test
"InChI=1S/C10H14N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,5-8,11,16H,2,4H2,1H3/q+1/p+1",,,CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O,,R45:6,-0.05,A,BBB+,A,training
"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",Adenosine Monophosphate|Adenosine Phosphate,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,6083.0,R23:327,,,BBB-,C,training
"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3",Phentermine,2-methyl-1-phenylpropan-2-amine,CC(C)(N)Cc1ccccc1,4771.0,R14:199|R23:199,,,BBB+,C,training
"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3",Pervertin|Dl-Methamphetamine,N-methyl-1-phenylpropan-2-amine,CNC(C)Cc1ccccc1,1206.0,R21:20|R41:179|R46:256,0.92,B,BBB+,A,training
"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",Methamphetamine|Metamphetamine,(2S)-N-methyl-1-phenylpropan-2-amine,CN[C@@H](C)Cc1ccccc1,10836.0,R3:195|R6:382|R12:106|R14:144|R21:211|R23:143|R25:287|R26:262|R39:58|R40:145|R47:165|R51:248,0.9,D,BBB+,A,training
"InChI=1S/C10H15N3/c1-11-10(12-2)13-8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,11,12,13)",Bethanidine Sulfate|Bethanidine,"1-benzyl-2,3-dimethylguanidine",C/N=C(\NC)NCc1ccccc1,2368.0,R14:393|R23:390,,,BBB-,C,training
"InChI=1S/C10H15N3/c1-9-10(12-6-5-11-9)13-7-3-2-4-8-13/h5-6H,2-4,7-8H2,1H3",Modaline,2-methyl-3-piperidin-1-ylpyrazine,Cc1nccnc1N1CCCCC1,17860.0,R6:578,,,BBB+,C,training
"InChI=1S/C10H15N3O/c1-14-12-10(6-11)9-7-13-4-2-8(9)3-5-13/h8-9H,2-5,7H2,1H3/b12-10+/t9-/m0/s1","Sabcomeline|(3E,3R)-N-Methoxy-1-Azabicyclo[2.2.2]Octane-3-Carboximidoyl Cyanide","(3E,3R)-N-methoxy-1-azabicyclo[2.2.2]octane-3-carboximidoyl cyanide",CO/N=C(/C#N)[C@H]1CN2CCC1CC2,5491428.0,R6:1252,,,BBB+,C,training
"InChI=1S/C10H15N3O/c11-10(12)13-7-4-8-14-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H4,11,12,13)",Guanoxyfen,2-(3-phenoxypropyl)guanidine,NC(N)=NCCCOc1ccccc1,13923.0,R6:554,,,BBB+,C,test
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)","2',3'-Dideoxy-3'-Hydroxymethylcytidine|4-Amino-1-[4,5-Bis(Hydroxymethyl)Oxolan-2-Yl]Pyrimidin-2-One","4-amino-1-[4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,14840722.0,R40:8|R47:478,-0.79,B,BBB+,A,training
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6-,7-,9-/m1/s1","132235-73-5|2',3'-Dideoxy-3'-Hydroxymethyl Cytidine","4-amino-1-[(2R,4R,5S)-4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",Nc1ccn([C@H]2C[C@H](CO)[C@@H](CO)O2)c(=O)n1,451819.0,R4:34,-0.79,A,BBB+,A,training
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6?,7?,9-/m0/s1","2´,3´-Dideoxy-3´-Hydroxymethylcytidine",,Nc1ccn([C@@H]2CC(CO)C(CO)O2)c(=O)n1,,R25:67|R46:65,-0.79,B,BBB+,A,training
"InChI=1S/C10H15N3O5/c11-6(4-14)10(18)13-12-3-5-1-2-7(15)9(17)8(5)16/h1-2,6,12,14-17H,3-4,11H2,(H,13,18)",Benserazide,"2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide",NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2327.0,R6:87,,,BBB-,C,training
"InChI=1S/C10H15N3S/c1-2-5-13-6-3-8-9(4-7-13)14-10(11)12-8/h2H,1,3-7H2,(H2,11,12)",Talipexole,"6-prop-2-enyl-4,5,7,8-tetrahydro-[1,3]thiazolo[4,5-d]azepin-2-amine",C=CCN1CCc2nc(N)sc2CC1,5374.0,R14:237|R23:232|R37:94,,,BBB+,C,training
"InChI=1S/C10H15N5/c1-4-14(5-2)9-6-8(3)13-10-11-7-12-15(9)10/h6-7H,4-5H2,1-3H3",Trapidil,"N,N-diethyl-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",CCN(CC)c1cc(C)nc2ncnn12,5531.0,R14:909,,,BBB-,C,training
"InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)",Phenformin,1-(diaminomethylidene)-2-(2-phenylethyl)guanidine,NC(N)=N/C(N)=N/CCc1ccccc1,8249.0,R14:765,,,BBB-,C,training
"InChI=1S/C10H15NO/c1-4-11(2,3)9-6-5-7-10(12)8-9/h5-8H,4H2,1-3H3/p+1",Edrophonium,ethyl-(3-hydroxyphenyl)-dimethylazanium,CC[N+](C)(C)c1cccc(O)c1,3202.0,R23:550,,,BBB-,C,training
"InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3",Etilefrine,3-[2-(ethylamino)-1-hydroxyethyl]phenol,CCNCC(O)c1cccc(O)c1,3306.0,R6:89|R14:543,,,BBB-,C,training
"InChI=1S/C10H15NO2/c1-2-6-10(13-9(11)12)7-4-3-5-8-10/h1H,3-8H2,(H2,11,12)",Hexapropymate,(1-prop-2-ynylcyclohexyl) carbamate,C#CCC1(OC(N)=O)CCCCC1,9661.0,R6:1365|R51:226,,,BBB+,C,test
"InChI=1S/C10H15NO2/c1-3-4-6-11-7-5-9(12)10(13)8(11)2/h5,7,13H,3-4,6H2,1-2H3","Cp24|4(1H)-Pyridinone, 1-Butyl-3-Hydroxy-2-Methyl-",1-butyl-3-hydroxy-2-methylpyridin-4-one,CCCCn1ccc(=O)c(O)c1C,121733.0,R28:343,,,BBB+,B,training
"InChI=1S/C10H15NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h6H,4-5H2,1-3H3,(H,11,13)",Ethypicone,"3,3-diethyl-5-methyl-1H-pyridine-2,4-dione",CCC1(CC)C(=O)NC=C(C)C1=O,68842.0,R6:1360,,,BBB+,C,training
"InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3",Hydroxyephedrine|Suprifen,4-[1-hydroxy-2-(methylamino)propyl]phenol,CNC(C)C(O)c1ccc(O)cc1,9701.0,R6:92,,,BBB-,C,training
"InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3/t7-,10-/m0/s1",Oxilofrine,"4-[(1R,2S)-1-hydroxy-2-(methylamino)propyl]phenol",CN[C@@H](C)[C@H](O)c1ccc(O)cc1,688009.0,R14:745,,,BBB-,C,training
InChI=1S/C10H16Br2N2O2/c11-3-1-9(15)13-5-7-14(8-6-13)10(16)2-4-12/h1-8H2,Pipobroman,3-bromo-1-[4-(3-bromopropanoyl)piperazin-1-yl]propan-1-one,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,4842.0,R14:778|R23:841,,,BBB-,C,training
"InChI=1S/C10H16N2O/c1-2-7(1)9(8-3-4-8)12-10-11-5-6-13-10/h7-9H,1-6H2,(H,11,12)",Rilmenidine,"N-(dicyclopropylmethyl)-4,5-dihydro-1,3-oxazol-2-amine",C1COC(NC(C2CC2)C2CC2)=N1,68712.0,R14:827,,,BBB-,C,training
"InChI=1S/C10H16N2O2/c13-9-5-4-8(11-9)10(14)12-6-2-1-3-7-12/h8H,1-7H2,(H,11,13)/t8-/m1/s1",Fasoracetam,(5R)-5-(piperidine-1-carbonyl)pyrrolidin-2-one,O=C1CC[C@H](C(=O)N2CCCCC2)N1,198695.0,R6:588,,,BBB+,C,training
"InChI=1S/C10H16N2O3/c1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)",Butethal|Butobarbitone,"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione",CCCCC1(CC)C(=O)NC(=O)NC1=O,6473.0,R3:109|R21:166|R23:33|R25:95|R40:16|R41:104|R46:93|R47:91,0.19,B,BBB+,A,training
"InChI=1S/C10H16N2O3/c1-4-6(3)10(5-2)7(13)11-9(15)12-8(10)14/h6H,4-5H2,1-3H3,(H2,11,12,13,14,15)",Secbutabarbital|Butabarbital,"5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione",CCC(C)C1(CC)C(=O)NC(=O)NC1=O,2479.0,R6:1665,,,BBB+,C,training
"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",Biotin,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,171548.0,R6:1678,,,BBB+,C,training
"InChI=1S/C10H16N2O4S3/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16)/t6-,8-/m0/s1",Dorzolamide,"(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,5284549.0,R23:535,,,BBB-,C,training
"InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)",Edetate Calcium Disodium|Edetic Acid,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,6049.0,R14:520|R23:548,,,BBB-,C,training
"InChI=1S/C10H16N2OS/c1-4-5-12-9(13)8(6-7(2)3)11-10(12)14/h4,7-8H,1,5-6H2,2-3H3,(H,11,14)",Albutoin,5-(2-methylpropyl)-3-prop-2-enyl-2-sulfanylideneimidazolidin-4-one,C=CCN1C(=O)C(CC(C)C)NC1=S,3032361.0,R6:1673,,,BBB+,C,test
"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",Adenosine Triphosphate|Adenosine-5'-Triphosphate,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,5957.0,R23:328,,,BBB-,C,training
"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",51481-61-9|Cimetidine|1,1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,2756.0,R4:118|R5:26|R6:12|R7:33|R12:59|R14:451|R21:55|R25:188|R26:105|R28:15|R29:35|R31:2|R34:111|R39:29|R40:77|R46:175|R47:311|R48:10|R49:1|R49:123|R49:152|R50:2|R52:1,-1.4,B1,BBB-,A,training
"InChI=1S/C10H16N8S2/c1-14-9(16-6-11)15-2-3-19-4-7-5-20-10(17-7)18-8(12)13/h5H,2-4H2,1H3,(H2,14,15,16)(H4,12,13,17,18)",Tiotidine|69014-14-8|5-6|10,"1-cyano-3-[2-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-2-methylguanidine",C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,50287.0,R3:290|R4:119|R5:102|R7:219|R12:166|R21:249|R25:84|R26:419|R28:51|R28:142|R39:94|R40:275|R41:259|R46:82|R47:242|R48:49|R49:10|R52:10,-0.82,B,BBB+,A,training
"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",Camphor,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,2537.0,R6:396,,,BBB+,C,test
"InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2",Amantadine,adamantan-1-amine,NC12CC3CC(CC(C3)C1)C2,2130.0,R6:641|R7:7|R14:5|R26:26|R28:178|R29:6|R34:3|R51:150,,,BBB+,B,training
"InChI=1S/C10H17N3O2/c11-7-10(4-2-1-3-5-10)6-8-12-9(14)15-13-8/h1-7,11H2,(H,12,13,14)","Compound-9|3-[[1-(Aminomethyl)Cyclohexyl]Methyl]-1,2,4-Oxadiazol-5(2H)-One","3-[[1-(aminomethyl)cyclohexyl]methyl]-4H-1,2,4-oxadiazol-5-one",NCC1(Cc2noc(=O)[nH]2)CCCCC1,135529433.0,R26:135,-1.3,A,BBB-,A,test
"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",Glutathione,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,124886.0,R23:640,,,BBB-,C,training
"InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1",Pramipexole,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",CCCN[C@H]1CCc2nc(N)sc2C1,119570.0,R14:206|R23:205|R26:315|R37:74,,,BBB+,C,training
"InChI=1S/C10H17NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h7H,4-6H2,1-3H3,(H,11,13)",Methyprylon,"3,3-diethyl-5-methylpiperidine-2,4-dione",CCC1(CC)C(=O)NCC(C)C1=O,4162.0,R6:1372|R51:255,,,BBB+,C,training
"InChI=1S/C10H17NOS/c1-8-12-10(7-13-8)6-11-4-2-9(10)3-5-11/h8-9H,2-7H2,1H3",Cevimeline|Evoxac,"2-methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]",CC1OC2(CS1)CN1CCC2CC1,2684.0,R23:446,,,BBB-,C,training
"InChI=1S/C10H18O21S4/c11-3-1-26-10(8(31-35(22,23)24)5(3)28-32(13,14)15)27-4-2-25-9(12)7(30-34(19,20)21)6(4)29-33(16,17)18/h3-12H,1-2H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)","Pentosan Polysulfate|[2-Hydroxy-5-(5-Hydroxy-3,4-Disulfooxyoxan-2-Yl)Oxy-3-Sulfooxyoxan-4-Yl] Hydrogen Sulfate","[2-hydroxy-5-(5-hydroxy-3,4-disulfooxyoxan-2-yl)oxy-3-sulfooxyoxan-4-yl] hydrogen sulfate",O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,22052964.0,R23:822,,,BBB-,C,training
"InChI=1S/C10H19N3O2/c11-9(12)13-6-8-7-14-10(15-8)4-2-1-3-5-10/h8H,1-7H2,(H4,11,12,13)",Guanadrel,"2-(1,4-dioxaspiro[4.5]decan-3-ylmethyl)guanidine",NC(N)=NCC1COC2(CCCCC2)O1,38521.0,R28:304,,,BBB-,B,test
"InChI=1S/C10H19NO2/c1-2-9(13-10(11)12)8-6-4-3-5-7-8/h8-9H,2-7H2,1H3,(H2,11,12)",Procymate,1-cyclohexylpropyl carbamate,CCC(OC(N)=O)C1CCCCC1,3050432.0,R6:1308,,,BBB+,C,test
"InChI=1S/C10H19NO5/c1-10(2,6-12)8(15)9(16)11-5-3-4-7(13)14/h8,12,15H,3-6H2,1-2H3,(H,11,16)(H,13,14)/t8-/m0/s1",Hopantenic-Acid|Hopantenic Acid,"4-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]butanoic acid",CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,28281.0,R6:1293,,,BBB+,C,training
"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",Malathion,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,4004.0,R23:720,,,BBB-,C,training
"InChI=1S/C10H20/c1-10(2,3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",T-Butylcyclohexane|Tert-Butylcyclohexane,tert-butylcyclohexane,CC(C)(C)C1CCCCC1,18508.0,R3:27|R21:226|R25:150|R40:398|R41:22|R46:147|R47:12,0.61,B,BBB+,A,test
"InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3",1-Decene,dec-1-ene,C=CCCCCCCCC,13381.0,R3:49|R21:221|R25:54|R40:321|R41:44|R46:53|R47:32,0.96,B,BBB+,A,test
"InChI=1S/C10H20N2O4/c1-4-7(2)10(3,5-15-8(11)13)6-16-9(12)14/h7H,4-6H2,1-3H3,(H2,11,13)(H2,12,14)",Mebutamate,"[2-(carbamoyloxymethyl)-2,3-dimethylpentyl] carbamate",CCC(C)C(C)(COC(N)=O)COC(N)=O,6151.0,R6:1482,,,BBB+,C,training
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",Menthol,5-methyl-2-propan-2-ylcyclohexan-1-ol,CC1CCC(C(C)C)C(O)C1,1254.0,R23:729,,,BBB-,C,test
"InChI=1S/C10H20O/c1-8(2)10(11)9-6-4-3-5-7-9/h8-11H,3-7H2,1-2H3",Cimepanol,1-cyclohexyl-2-methylpropan-1-ol,CC(C)C(O)C1CCCCC1,65765.0,R6:1329,,,BBB+,C,test
"InChI=1S/C10H20O3/c1-7(2)10(8(3)4)12-6-9(5-11)13-10/h7-9,11H,5-6H2,1-4H3",Promoxolane,"[2,2-di(propan-2-yl)-1,3-dioxolan-4-yl]methanol",CC(C)C1(C(C)C)OCC(CO)O1,10105.0,R6:1505,,,BBB+,C,training
"InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3",101-40-6|Propylhexedrine,1-cyclohexyl-N-methylpropan-2-amine,CNC(C)CC1CCCCC1,7558.0,R4:1|R21:182|R25:343|R40:223|R47:354,1.08,B,BBB+,A,test
"InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3/t9-/m1/s1","Propylhexedrine, (+)-",(2R)-1-cyclohexyl-N-methylpropan-2-amine,CN[C@H](C)CC1CCCCC1,111165.0,R46:301,1.08,A,BBB+,A,test
"InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1",Miglustat,"(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,51634.0,R23:297,,,BBB+,C,test
"InChI=1S/C10H21NO7/c12-2-5(3-13)11-6-1-10(18,4-14)9(17)8(16)7(6)15/h5-9,11-18H,1-4H2/t6-,7-,8+,9-,10-/m0/s1",Voglibose,"(1S,2S,3R,4S,5S)-5-(1,3-dihydroxypropan-2-ylamino)-1-(hydroxymethyl)cyclohexane-1,2,3,4-tetrol",OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,444020.0,R14:935|R23:1031,,,BBB-,C,test
"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",Decane,decane,CCCCCCCCCC,15600.0,R3:14|R21:223|R25:201|R40:350|R41:9|R46:187|R47:475,0.67,B,BBB+,A,test
"InChI=1S/C10H22/c1-4-5-6-7-8-9-10(2)3/h10H,4-9H2,1-3H3",2-Methylnonane|2-Methyl Nonane,2-methylnonane,CCCCCCCC(C)C,13379.0,R21:220|R25:72|R40:330|R46:70|R47:3,1.05,B,BBB+,A,training
"InChI=1S/C10H22N4/c11-10(12)13-6-9-14-7-4-2-1-3-5-8-14/h1-9H2,(H4,11,12,13)",Guanethidine|Guanethidine Sulfate,2-[2-(azocan-1-yl)ethyl]guanidine,NC(N)=NCCN1CCCCCCC1,3518.0,R23:648|R51:63,,,BBB-,C,training
"InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3/t9-,10-/m0/s1",Ethambutol,(2S)-2-[2-[[(2S)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol,CC[C@@H](CO)NCCN[C@@H](CC)CO,14052.0,R23:577|R28:200,,,BBB-,B,training
"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",Spermine,"N,N'-bis(3-aminopropyl)butane-1,4-diamine",NCCCNCCCCNCCCN,1103.0,R23:919,,,BBB-,C,training
InChI=1S/C10H6Cl3N3/c11-7-1-2-8(9(12)3-7)10(13)4-16-6-14-5-15-16/h1-6H/b10-4-,Loreclezole,"1-[(Z)-2-chloro-2-(2,4-dichlorophenyl)ethenyl]-1,2,4-triazole",Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,3034012.0,R6:447|R25:278|R46:251|R47:465,0.28,B,BBB+,A,training
"InChI=1S/C10H6O4/c11-7-5-9(10(12)13)14-8-4-2-1-3-6(7)8/h1-5H,(H,12,13)",Chromocarb,4-oxochromene-2-carboxylic acid,O=C(O)c1cc(=O)c2ccccc2o1,2741.0,R6:1354,,,BBB+,C,training
"InChI=1S/C10H7Cl2N3O/c11-6-1-2-7-5(9(6)12)3-15-4-8(16)14-10(15)13-7/h1-2H,3-4H2,(H,13,14,16)",Anagrelide Hydrochloride|Anagrelide,"6,7-dichloro-3,5-dihydro-1H-imidazo[2,1-b]quinazolin-2-one",O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,135409400.0,R14:354|R23:354,,,BBB-,C,training
"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",Thiabendazole,"4-(1H-benzimidazol-2-yl)-1,3-thiazole",c1ccc2[nH]c(-c3cscn3)nc2c1,5430.0,R14:887|R23:973,,,BBB-,C,training
"InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)",Kynurenic Acid,4-oxo-1H-quinoline-2-carboxylic acid,O=C(O)c1cc(=O)c2ccccc2[nH]1,3845.0,R51:235,,,BBB+,C,training
"InChI=1S/C10H8BrNO2/c11-7-3-1-2-6(4-7)8-5-9(13)12-10(8)14/h1-4,8H,5H2,(H,12,13,14)",Brosuximide,"3-(3-bromophenyl)pyrrolidine-2,5-dione",O=C1CC(c2cccc(Br)c2)C(=O)N1,65706.0,R6:425,,,BBB+,C,test
"InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17)",Rufinamide,"1-[(2,6-difluorophenyl)methyl]triazole-4-carboxamide",NC(=O)c1cn(Cc2c(F)cccc2F)nn1,129228.0,R6:428|R23:224,,,BBB+,C,training
"InChI=1S/C10H8N6O/c1-6-3-2-4-16-9(6)11-5-7(10(16)17)8-12-14-15-13-8/h2-5H,1H3,(H,12,13,14,15)",Pemirolast,"9-methyl-3-(2H-tetrazol-5-yl)pyrido[1,2-a]pyrimidin-4-one",Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,57697.0,R23:817,,,BBB-,C,training
"InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3",Hymecromone,7-hydroxy-4-methylchromen-2-one,Cc1cc(=O)oc2cc(O)ccc12,5280567.0,R6:35,,,BBB-,C,training
"InChI=1S/C10H9N3O/c11-9-5-8(6-13-10(9)14)7-1-3-12-4-2-7/h1-6H,11H2,(H,13,14)",Amrinone,3-amino-5-pyridin-4-yl-1H-pyridin-2-one,Nc1cc(-c2ccncc2)c[nH]c1=O,3698.0,R23:350,,,BBB-,C,training
